CustomerID,CustomerName,Gender,Age,Email,Phone,City,State,JoinDate,CustomerSegment
1115,Rahul Verma,Male,55,rahul1115@gmail.com,9144176873,Pune,Maharashtra,2023-04-17,Regular
1116,Rahul Das,Male,44,rahul1116@gmail.com,9494612942,Siliguri,West Bengal,2024-06-04,Gold
1117,Neha Kumar,Female,46,neha1117@gmail.com,9351030533,Siliguri,West Bengal,2023-01-03,Regular
1118,Vivaan Thakur,Male,50,vivaan1118@gmail.com,9686962999,Pune,Maharashtra,2024-10-24,Silver
1119,Vivaan Singh,Male,41,vivaan1119@gmail.com,9141104326,Delhi,Delhi,2022-05-27,Silver
1120,Rohan Verma,Male,37,rohan1120@gmail.com,9900164591,Kolkata,West Bengal,2023-05-28,Gold
1121,Ananya Sharma,Female,34,ananya1121@gmail.com,9109163182,Delhi,Delhi,2025-01-17,Gold
1122,Neha Yadav,Female,59,neha1122@gmail.com,9112767564,Delhi,Delhi,2025-04-02,Regular
1123,Neha Gupta,Female,31,neha1123@gmail.com,9609424194,Jaipur,Rajasthan,2023-04-10,Regular
1124,Ananya Das,Female,23,ananya1124@gmail.com,9436161542,Jodhpur,Rajasthan,2023-11-29,Gold
1125,Prakash Das,Male,53,prakash1125@gmail.com,9132324001,Kanpur,Uttar Pradesh,2024-07-10,Regular
1126,Ananya Kumar,Female,60,ananya1126@gmail.com,9995821601,Mysuru,Karnataka,2024-10-20,Regular
1127,Neha Yadav,Female,37,neha1127@gmail.com,9450125214,Coimbatore,Tamil Nadu,2025-01-06,Silver
1128,Aditya Verma,Male,58,aditya1128@gmail.com,9958076247,Patna,Bihar,2025-03-09,Silver
1129,Prakash Yadav,Male,52,prakash1129@gmail.com,9514930176,Kanpur,Uttar Pradesh,2022-05-11,Regular
1130,Sneha Das,Female,23,sneha1130@gmail.com,9284064756,Pune,Maharashtra,2023-09-16,Regular
1131,Aarav Das,Male,29,aarav1131@gmail.com,9313673270,Jaipur,Rajasthan,2022-02-24,Regular
1132,Prakash Gupta,Male,60,prakash1132@gmail.com,9663065592,Kanpur,Uttar Pradesh,2023-08-20,Regular
1133,Amit Kumar,Male,38,amit1133@gmail.com,9541158894,Gaya,Bihar,2022-12-18,Regular
1134,Amit Yadav,Male,22,amit1134@gmail.com,9517677937,Mumbai,Maharashtra,2024-09-06,Platinum
1135,Prakash Thakur,Male,60,prakash1135@gmail.com,9609791168,Chennai,Tamil Nadu,2024-06-04,Regular
1136,Amit Das,Male,30,amit1136@gmail.com,9107992185,Delhi,Delhi,2023-07-19,Platinum
1137,Neha Gupta,Female,39,neha1137@gmail.com,9711205057,Hyderabad,Telangana,2024-12-12,Gold
1138,Sneha Kumar,Female,36,sneha1138@gmail.com,9793958412,Warangal,Telangana,2022-07-06,Gold
1139,Ananya Thakur,Female,57,ananya1139@gmail.com,9984150804,Warangal,Telangana,2024-03-11,Gold
1140,Prakash Sharma,Male,47,prakash1140@gmail.com,9513030888,Mysuru,Karnataka,2024-06-03,Gold
1141,Neha Kumar,Female,28,neha1141@gmail.com,9393965039,Bengaluru,Karnataka,2023-05-06,Gold
1142,Rohan Singh,Male,49,rohan1142@gmail.com,9541606556,Jodhpur,Rajasthan,2023-03-21,Platinum
1143,Priya Singh,Female,50,priya1143@gmail.com,9923065067,Jaipur,Rajasthan,2022-08-04,Gold
1144,Aditya Thakur,Male,50,aditya1144@gmail.com,9147926645,Kanpur,Uttar Pradesh,2023-03-01,Regular
1145,Neha Verma,Female,30,neha1145@gmail.com,9525925819,Pune,Maharashtra,2024-03-28,Regular
1146,Ananya Sharma,Female,60,ananya1146@gmail.com,9903884763,Delhi,Delhi,2023-11-01,Regular
1147,Vivaan Gupta,Male,26,vivaan1147@gmail.com,9605504475,Hyderabad,Telangana,2024-06-15,Gold
1148,Aarav Singh,Male,36,aarav1148@gmail.com,9233306531,Bengaluru,Karnataka,2022-12-29,Silver
1149,Vivaan Kumar,Male,27,vivaan1149@gmail.com,9573152913,Lucknow,Uttar Pradesh,2023-07-14,Regular
1150,Rohan Gupta,Male,21,rohan1150@gmail.com,9998186261,Chennai,Tamil Nadu,2024-06-24,Silver
1151,Neha Thakur,Female,21,neha1151@gmail.com,9742318110,Jaipur,Rajasthan,2024-06-28,Regular
1152,Prakash Verma,Male,30,prakash1152@gmail.com,9198125433,Lucknow,Uttar Pradesh,2023-05-04,Regular
1153,Priya Gupta,Female,32,priya1153@gmail.com,9203726898,Patna,Bihar,2022-05-10,Gold
1154,Aarav Yadav,Male,24,aarav1154@gmail.com,9975769961,Bengaluru,Karnataka,2024-11-15,Regular
1155,Sneha Gupta,Female,43,sneha1155@gmail.com,9559432973,Jaipur,Rajasthan,2025-01-14,Regular
1156,Priya Verma,Female,18,priya1156@gmail.com,9531793991,Chennai,Tamil Nadu,2022-12-22,Silver
1157,Prakash Das,Male,22,prakash1157@gmail.com,9806480997,Gaya,Bihar,2023-03-27,Gold
1158,Vivaan Gupta,Male,37,vivaan1158@gmail.com,9924145310,Kolkata,West Bengal,2024-04-21,Silver
1159,Ayushi Singh,Female,58,ayushi1159@gmail.com,9847662934,Mumbai,Maharashtra,2023-10-27,Regular
1160,Aditya Verma,Male,22,aditya1160@gmail.com,9459816489,Mysuru,Karnataka,2024-09-14,Regular
1161,Amit Gupta,Male,55,amit1161@gmail.com,9856589767,Warangal,Telangana,2024-10-28,Platinum
1162,Sneha Singh,Female,33,sneha1162@gmail.com,9892328358,Chennai,Tamil Nadu,2023-09-25,Regular
1163,Aarav Sharma,Male,49,aarav1163@gmail.com,9418487640,Chennai,Tamil Nadu,2024-02-07,Regular
1164,Rohan Kumar,Male,56,rohan1164@gmail.com,9576447381,Lucknow,Uttar Pradesh,2023-05-03,Silver
1165,Ayushi Verma,Female,51,ayushi1165@gmail.com,9950167054,Kolkata,West Bengal,2022-03-23,Platinum
1166,Prakash Verma,Male,33,prakash1166@gmail.com,9320994787,Delhi,Delhi,2023-12-03,Silver
1167,Sneha Yadav,Female,38,sneha1167@gmail.com,9297080451,Chennai,Tamil Nadu,2024-12-03,Regular
1168,Rahul Singh,Male,21,rahul1168@gmail.com,9781146329,Patna,Bihar,2023-01-30,Platinum
1169,Vivaan Sharma,Male,31,vivaan1169@gmail.com,9353736066,Chennai,Tamil Nadu,2025-01-29,Silver
1170,Ayushi Sharma,Female,33,ayushi1170@gmail.com,9555284547,Kanpur,Uttar Pradesh,2023-02-09,Regular
1171,Ayushi Das,Female,35,ayushi1171@gmail.com,9938902595,Coimbatore,Tamil Nadu,2023-02-17,Regular
1172,Neha Sharma,Female,46,neha1172@gmail.com,9553867727,Siliguri,West Bengal,2024-08-22,Silver
1173,Rahul Kumar,Male,45,rahul1173@gmail.com,9189370596,Lucknow,Uttar Pradesh,2024-02-21,Gold
1174,Amit Sharma,Male,42,amit1174@gmail.com,9597841726,Delhi,Delhi,2023-06-11,Regular
1175,Amit Das,Male,39,amit1175@gmail.com,9246733633,Delhi,Delhi,2022-05-28,Silver
1176,Prakash Kumar,Male,50,prakash1176@gmail.com,9884227355,Chennai,Tamil Nadu,2022-01-27,Silver
1177,Neha Yadav,Female,42,neha1177@gmail.com,9625651506,Warangal,Telangana,2024-02-04,Regular
1178,Aarav Singh,Male,54,aarav1178@gmail.com,9274335280,Pune,Maharashtra,2024-02-28,Regular
1179,Ananya Verma,Female,49,ananya1179@gmail.com,9781804304,Kanpur,Uttar Pradesh,2024-11-09,Silver
1180,Neha Gupta,Female,48,neha1180@gmail.com,9137052221,Gaya,Bihar,2023-05-12,Gold
1181,Ananya Sharma,Female,56,ananya1181@gmail.com,9589058010,Kolkata,West Bengal,2023-06-20,Platinum
1182,Prakash Sharma,Male,25,prakash1182@gmail.com,9927825086,Mysuru,Karnataka,2022-01-26,Regular
1183,Ananya Singh,Female,30,ananya1183@gmail.com,9554133586,Kanpur,Uttar Pradesh,2024-11-27,Regular
1184,Ananya Thakur,Female,52,ananya1184@gmail.com,9807044021,Kanpur,Uttar Pradesh,2024-10-22,Gold
1185,Ananya Singh,Female,58,ananya1185@gmail.com,9714837122,Delhi,Delhi,2022-08-12,Gold
1186,Ayushi Gupta,Female,37,ayushi1186@gmail.com,9106893748,Kolkata,West Bengal,2024-03-26,Platinum
1187,Vivaan Singh,Male,51,vivaan1187@gmail.com,9547581039,Hyderabad,Telangana,2024-05-05,Silver
1188,Aditya Verma,Male,26,aditya1188@gmail.com,9312622922,Lucknow,Uttar Pradesh,2023-01-17,Regular
1189,Rahul Gupta,Male,30,rahul1189@gmail.com,9163331510,Jaipur,Rajasthan,2023-01-16,Silver
1190,Neha Das,Female,58,neha1190@gmail.com,9278376576,Coimbatore,Tamil Nadu,2022-08-12,Regular
1191,Vivaan Thakur,Male,39,vivaan1191@gmail.com,9131854320,Pune,Maharashtra,2022-05-12,Silver
1192,Rohan Singh,Male,21,rohan1192@gmail.com,9385702028,Warangal,Telangana,2022-01-20,Gold
1193,Vivaan Gupta,Male,18,vivaan1193@gmail.com,9503368085,Patna,Bihar,2024-12-05,Silver
1194,Rahul Verma,Male,39,rahul1194@gmail.com,9498127494,Delhi,Delhi,2024-05-29,Silver
1195,Prakash Verma,Male,42,prakash1195@gmail.com,9755851235,Siliguri,West Bengal,2024-03-27,Regular
1196,Vivaan Kumar,Male,43,vivaan1196@gmail.com,9878699246,Siliguri,West Bengal,2024-07-24,Gold
1197,Sneha Singh,Female,35,sneha1197@gmail.com,9850829666,Bengaluru,Karnataka,2024-12-22,Gold
1198,Rahul Das,Male,44,rahul1198@gmail.com,9808914863,Coimbatore,Tamil Nadu,2024-11-20,Regular
1199,Rohan Verma,Male,38,rohan1199@gmail.com,9827921175,Kolkata,West Bengal,2022-04-04,Regular
1200,Ananya Singh,Female,45,ananya1200@gmail.com,9611232011,Warangal,Telangana,2023-12-15,Platinum
1201,Ayushi Gupta,Female,51,ayushi1201@gmail.com,9714065028,Pune,Maharashtra,2022-10-21,Gold
1202,Aditya Das,Male,37,aditya1202@gmail.com,9993733419,Jaipur,Rajasthan,2022-06-28,Silver
1203,Aditya Das,Male,48,aditya1203@gmail.com,9811506547,Jodhpur,Rajasthan,2022-08-25,Silver
1204,Aditya Singh,Male,45,aditya1204@gmail.com,9868546986,Chennai,Tamil Nadu,2022-08-05,Regular
1205,Ayushi Gupta,Female,60,ayushi1205@gmail.com,9611425712,Siliguri,West Bengal,2023-06-12,Platinum
1206,Amit Das,Male,39,amit1206@gmail.com,9340310093,Mumbai,Maharashtra,2022-07-05,Platinum
1207,Neha Yadav,Female,45,neha1207@gmail.com,9968063877,Pune,Maharashtra,2025-02-24,Regular
1208,Ayushi Singh,Female,23,ayushi1208@gmail.com,9465327609,Delhi,Delhi,2022-08-17,Silver
1209,Sneha Verma,Female,38,sneha1209@gmail.com,9508231386,Chennai,Tamil Nadu,2022-09-18,Silver
1210,Aarav Gupta,Male,45,aarav1210@gmail.com,9443214044,Gaya,Bihar,2024-03-05,Gold
1211,Vivaan Yadav,Male,52,vivaan1211@gmail.com,9594568456,Bengaluru,Karnataka,2022-01-19,Regular
1212,Rahul Das,Male,56,rahul1212@gmail.com,9404290729,Delhi,Delhi,2022-10-29,Regular
1213,Ayushi Singh,Female,54,ayushi1213@gmail.com,9613552190,Gaya,Bihar,2023-07-15,Silver
1214,Ayushi Yadav,Female,39,ayushi1214@gmail.com,9263962774,Coimbatore,Tamil Nadu,2022-05-01,Gold
1215,Ananya Kumar,Female,49,ananya1215@gmail.com,9881034931,Chennai,Tamil Nadu,2023-01-02,Regular
1216,Amit Yadav,Male,45,amit1216@gmail.com,9827888175,Bengaluru,Karnataka,2023-11-23,Regular
1217,Neha Singh,Female,36,neha1217@gmail.com,9403186123,Siliguri,West Bengal,2024-12-17,Silver
1218,Vivaan Sharma,Male,55,vivaan1218@gmail.com,9964439252,Coimbatore,Tamil Nadu,2023-10-25,Regular
1219,Rohan Sharma,Male,26,rohan1219@gmail.com,9574469049,Delhi,Delhi,2025-03-28,Silver
1220,Prakash Gupta,Male,59,prakash1220@gmail.com,9109805961,Delhi,Delhi,2023-02-05,Regular
1221,Neha Yadav,Female,21,neha1221@gmail.com,9203130465,Mumbai,Maharashtra,2022-12-11,Regular
1222,Aarav Singh,Male,59,aarav1222@gmail.com,9463446378,Hyderabad,Telangana,2024-11-21,Silver
1223,Prakash Kumar,Male,33,prakash1223@gmail.com,9525894109,Mysuru,Karnataka,2022-09-01,Regular
1224,Ananya Singh,Female,59,ananya1224@gmail.com,9510277740,Mysuru,Karnataka,2024-08-07,Regular
1225,Aarav Singh,Male,23,aarav1225@gmail.com,9231051868,Warangal,Telangana,2022-08-27,Regular
1226,Aarav Das,Male,24,aarav1226@gmail.com,9952920067,Jaipur,Rajasthan,2023-07-15,Silver
1227,Rohan Yadav,Male,54,rohan1227@gmail.com,9234471604,Kanpur,Uttar Pradesh,2023-09-04,Regular
1228,Neha Kumar,Female,53,neha1228@gmail.com,9977744045,Mumbai,Maharashtra,2024-03-17,Silver
1229,Vivaan Singh,Male,60,vivaan1229@gmail.com,9225977908,Jodhpur,Rajasthan,2023-03-01,Regular
1230,Amit Das,Male,25,amit1230@gmail.com,9142029652,Bengaluru,Karnataka,2023-10-06,Regular
1231,Vivaan Thakur,Male,23,vivaan1231@gmail.com,9233913984,Chennai,Tamil Nadu,2022-03-13,Silver
1232,Neha Kumar,Female,37,neha1232@gmail.com,9149570642,Kolkata,West Bengal,2023-05-24,Platinum
1233,Rohan Das,Male,54,rohan1233@gmail.com,9626608970,Jodhpur,Rajasthan,2022-10-14,Silver
1234,Sneha Gupta,Female,60,sneha1234@gmail.com,9980214137,Jodhpur,Rajasthan,2022-07-22,Regular
1235,Aditya Thakur,Male,26,aditya1235@gmail.com,9746547614,Patna,Bihar,2023-03-17,Silver
1236,Aditya Yadav,Male,53,aditya1236@gmail.com,9373769135,Siliguri,West Bengal,2022-06-02,Regular
1237,Rahul Singh,Male,45,rahul1237@gmail.com,9845730200,Mysuru,Karnataka,2023-06-05,Regular
1238,Rohan Thakur,Male,41,rohan1238@gmail.com,9705206157,Chennai,Tamil Nadu,2023-01-30,Silver
1239,Neha Sharma,Female,45,neha1239@gmail.com,9506885773,Jaipur,Rajasthan,2023-10-10,Regular
1240,Ayushi Singh,Female,25,ayushi1240@gmail.com,9834417124,Chennai,Tamil Nadu,2024-12-24,Silver
1241,Rohan Singh,Male,39,rohan1241@gmail.com,9935447323,Pune,Maharashtra,2024-01-14,Regular
1242,Aarav Singh,Male,32,aarav1242@gmail.com,9506553391,Coimbatore,Tamil Nadu,2024-02-12,Platinum
1243,Amit Thakur,Male,24,amit1243@gmail.com,9667966601,Mumbai,Maharashtra,2024-09-29,Regular
1244,Sneha Singh,Female,28,sneha1244@gmail.com,9441446020,Delhi,Delhi,2022-04-09,Platinum
1245,Priya Yadav,Female,55,priya1245@gmail.com,9236979608,Lucknow,Uttar Pradesh,2024-09-03,Regular
1246,Rohan Sharma,Male,42,rohan1246@gmail.com,9709413742,Jaipur,Rajasthan,2022-10-20,Silver
1247,Ananya Gupta,Female,47,ananya1247@gmail.com,9296606987,Gaya,Bihar,2024-05-06,Regular
1248,Amit Thakur,Male,45,amit1248@gmail.com,9658984263,Siliguri,West Bengal,2023-07-19,Platinum
1249,Rohan Singh,Male,44,rohan1249@gmail.com,9927402258,Coimbatore,Tamil Nadu,2023-09-18,Regular
1250,Vivaan Gupta,Male,28,vivaan1250@gmail.com,9717741601,Mumbai,Maharashtra,2022-07-11,Regular
1251,Aarav Yadav,Male,26,aarav1251@gmail.com,9615026653,Delhi,Delhi,2024-11-07,Regular
1252,Neha Kumar,Female,18,neha1252@gmail.com,9866823538,Jaipur,Rajasthan,2023-01-25,Regular
1253,Prakash Kumar,Male,28,prakash1253@gmail.com,9824262657,Jodhpur,Rajasthan,2024-07-07,Platinum
1254,Aditya Singh,Male,26,aditya1254@gmail.com,9651564517,Jaipur,Rajasthan,2024-01-22,Regular
1255,Rahul Yadav,Male,41,rahul1255@gmail.com,9221583552,Gaya,Bihar,2022-12-16,Regular
1256,Ayushi Thakur,Female,36,ayushi1256@gmail.com,9384273996,Chennai,Tamil Nadu,2024-09-16,Regular
1257,Ayushi Kumar,Female,57,ayushi1257@gmail.com,9624272120,Lucknow,Uttar Pradesh,2024-08-06,Regular
1258,Priya Thakur,Female,24,priya1258@gmail.com,9105534508,Gaya,Bihar,2023-12-26,Regular
1259,Priya Kumar,Female,45,priya1259@gmail.com,9628330503,Mysuru,Karnataka,2022-07-27,Regular
1260,Neha Singh,Female,18,neha1260@gmail.com,9267106867,Jaipur,Rajasthan,2024-09-25,Gold
1261,Rahul Yadav,Male,37,rahul1261@gmail.com,9491374277,Delhi,Delhi,2024-02-06,Regular
1262,Vivaan Das,Male,28,vivaan1262@gmail.com,9250188999,Mysuru,Karnataka,2024-06-18,Regular
1263,Priya Gupta,Female,30,priya1263@gmail.com,9405908799,Lucknow,Uttar Pradesh,2022-08-15,Regular
1264,Ananya Verma,Female,28,ananya1264@gmail.com,9815331979,Kanpur,Uttar Pradesh,2022-03-06,Regular
1265,Vivaan Yadav,Male,53,vivaan1265@gmail.com,9632111648,Warangal,Telangana,2024-09-28,Gold
1266,Neha Yadav,Female,25,neha1266@gmail.com,9215834822,Mysuru,Karnataka,2022-09-27,Gold
1267,Priya Kumar,Female,21,priya1267@gmail.com,9828330158,Bengaluru,Karnataka,2023-04-30,Gold
1268,Neha Das,Female,36,neha1268@gmail.com,9621762558,Lucknow,Uttar Pradesh,2023-08-16,Regular
1269,Sneha Sharma,Female,29,sneha1269@gmail.com,9367862922,Lucknow,Uttar Pradesh,2024-11-13,Regular
1270,Ananya Gupta,Female,30,ananya1270@gmail.com,9608838545,Pune,Maharashtra,2024-05-28,Silver
1271,Prakash Sharma,Male,25,prakash1271@gmail.com,9242051544,Mumbai,Maharashtra,2023-04-15,Regular
1272,Aditya Yadav,Male,57,aditya1272@gmail.com,9314365568,Delhi,Delhi,2022-02-06,Regular
1273,Neha Thakur,Female,32,neha1273@gmail.com,9460968220,Gaya,Bihar,2023-04-19,Regular
1274,Rohan Kumar,Male,25,rohan1274@gmail.com,9389100789,Gaya,Bihar,2023-09-16,Regular
1275,Prakash Verma,Male,29,prakash1275@gmail.com,9143904371,Siliguri,West Bengal,2022-04-08,Regular
1276,Ayushi Das,Female,56,ayushi1276@gmail.com,9208192050,Kolkata,West Bengal,2023-07-28,Regular
1277,Priya Verma,Female,25,priya1277@gmail.com,9204031858,Delhi,Delhi,2023-09-16,Silver
1278,Priya Verma,Female,55,priya1278@gmail.com,9667861313,Jaipur,Rajasthan,2024-01-11,Silver
1279,Prakash Yadav,Male,24,prakash1279@gmail.com,9240107634,Coimbatore,Tamil Nadu,2022-06-28,Silver
1280,Sneha Gupta,Female,46,sneha1280@gmail.com,9205911113,Mumbai,Maharashtra,2023-01-31,Regular
1281,Ayushi Das,Female,52,ayushi1281@gmail.com,9873920320,Jodhpur,Rajasthan,2023-02-18,Regular
1282,Neha Thakur,Female,40,neha1282@gmail.com,9493002419,Bengaluru,Karnataka,2025-02-21,Regular
1283,Vivaan Das,Male,51,vivaan1283@gmail.com,9641025679,Pune,Maharashtra,2024-05-08,Gold
1284,Ananya Sharma,Female,20,ananya1284@gmail.com,9707925535,Mysuru,Karnataka,2023-08-17,Regular
1285,Rahul Singh,Male,46,rahul1285@gmail.com,9906087827,Coimbatore,Tamil Nadu,2022-12-05,Silver
1286,Neha Thakur,Female,29,neha1286@gmail.com,9103866057,Jodhpur,Rajasthan,2023-02-28,Regular
1287,Amit Das,Male,51,amit1287@gmail.com,9377921559,Chennai,Tamil Nadu,2024-10-28,Regular
1288,Ananya Thakur,Female,25,ananya1288@gmail.com,9283726992,Coimbatore,Tamil Nadu,2025-02-04,Regular
1289,Ayushi Kumar,Female,35,ayushi1289@gmail.com,9242776948,Jaipur,Rajasthan,2022-10-31,Regular
1290,Prakash Singh,Male,59,prakash1290@gmail.com,9473084374,Patna,Bihar,2022-01-03,Silver
1291,Vivaan Thakur,Male,44,vivaan1291@gmail.com,9756573836,Siliguri,West Bengal,2022-10-01,Regular
1292,Priya Gupta,Female,29,priya1292@gmail.com,9374864174,Patna,Bihar,2023-07-27,Platinum
1293,Ananya Yadav,Female,58,ananya1293@gmail.com,9781080390,Jaipur,Rajasthan,2023-06-12,Silver
1294,Prakash Verma,Male,31,prakash1294@gmail.com,9724556746,Coimbatore,Tamil Nadu,2023-07-05,Silver
1295,Rahul Gupta,Male,41,rahul1295@gmail.com,9259272622,Lucknow,Uttar Pradesh,2024-06-07,Gold
1296,Aditya Das,Male,29,aditya1296@gmail.com,9302786799,Pune,Maharashtra,2023-01-14,Silver
1297,Aarav Thakur,Male,29,aarav1297@gmail.com,9977783087,Mysuru,Karnataka,2022-11-30,Regular
1298,Aditya Singh,Male,33,aditya1298@gmail.com,9588578468,Chennai,Tamil Nadu,2024-05-23,Gold
1299,Ananya Sharma,Female,56,ananya1299@gmail.com,9207084212,Lucknow,Uttar Pradesh,2022-01-25,Regular
1300,Aarav Kumar,Male,33,aarav1300@gmail.com,9926907506,Patna,Bihar,2022-09-28,Regular
1301,Aarav Singh,Male,39,aarav1301@gmail.com,9859624835,Bengaluru,Karnataka,2025-01-15,Regular
1302,Sneha Das,Female,37,sneha1302@gmail.com,9456220636,Mysuru,Karnataka,2022-12-01,Regular
1303,Amit Thakur,Male,25,amit1303@gmail.com,9122771813,Chennai,Tamil Nadu,2025-01-18,Gold
1304,Vivaan Yadav,Male,18,vivaan1304@gmail.com,9340853982,Pune,Maharashtra,2022-10-18,Regular
1305,Aditya Verma,Male,32,aditya1305@gmail.com,9834887664,Kanpur,Uttar Pradesh,2023-08-11,Regular
1306,Aditya Singh,Male,24,aditya1306@gmail.com,9402595772,Pune,Maharashtra,2023-04-05,Regular
1307,Priya Singh,Female,56,priya1307@gmail.com,9262245578,Kolkata,West Bengal,2022-03-30,Regular
1308,Sneha Sharma,Female,27,sneha1308@gmail.com,9816479341,Jodhpur,Rajasthan,2024-05-20,Silver
1309,Vivaan Thakur,Male,60,vivaan1309@gmail.com,9496331524,Delhi,Delhi,2024-10-19,Platinum
1310,Aditya Sharma,Male,27,aditya1310@gmail.com,9519403103,Mumbai,Maharashtra,2023-10-18,Regular
1311,Vivaan Yadav,Male,27,vivaan1311@gmail.com,9197116745,Hyderabad,Telangana,2023-07-25,Regular
1312,Neha Verma,Female,49,neha1312@gmail.com,9555086222,Bengaluru,Karnataka,2023-10-16,Regular
1313,Aditya Gupta,Male,44,aditya1313@gmail.com,9689848541,Kanpur,Uttar Pradesh,2024-02-24,Regular
1314,Amit Gupta,Male,23,amit1314@gmail.com,9723805279,Jodhpur,Rajasthan,2024-02-27,Silver
1315,Ananya Singh,Female,41,ananya1315@gmail.com,9103077456,Jaipur,Rajasthan,2023-04-27,Regular
1316,Amit Das,Male,25,amit1316@gmail.com,9163970728,Gaya,Bihar,2022-10-01,Gold
1317,Ayushi Das,Female,53,ayushi1317@gmail.com,9552127953,Kolkata,West Bengal,2022-10-23,Regular
1318,Ananya Sharma,Female,27,ananya1318@gmail.com,9505295431,Chennai,Tamil Nadu,2022-08-29,Silver
1319,Aarav Singh,Male,22,aarav1319@gmail.com,9611988629,Kanpur,Uttar Pradesh,2025-04-06,Gold
1320,Aditya Verma,Male,23,aditya1320@gmail.com,9363115935,Bengaluru,Karnataka,2022-10-17,Regular
1321,Aditya Das,Male,51,aditya1321@gmail.com,9850077300,Lucknow,Uttar Pradesh,2022-10-14,Platinum
1322,Ananya Verma,Female,59,ananya1322@gmail.com,9846515809,Warangal,Telangana,2024-06-28,Regular
1323,Aarav Kumar,Male,50,aarav1323@gmail.com,9272173204,Mumbai,Maharashtra,2022-12-22,Regular
1324,Amit Thakur,Male,50,amit1324@gmail.com,9428601463,Kanpur,Uttar Pradesh,2025-03-17,Silver
1325,Ayushi Singh,Female,42,ayushi1325@gmail.com,9234360915,Lucknow,Uttar Pradesh,2024-12-04,Silver
1326,Prakash Yadav,Male,53,prakash1326@gmail.com,9749703359,Lucknow,Uttar Pradesh,2023-01-12,Gold
1327,Priya Yadav,Female,28,priya1327@gmail.com,9158703244,Warangal,Telangana,2024-02-19,Gold
1328,Ayushi Singh,Female,22,ayushi1328@gmail.com,9489447905,Lucknow,Uttar Pradesh,2022-08-02,Silver
1329,Prakash Thakur,Male,52,prakash1329@gmail.com,9214315434,Kolkata,West Bengal,2022-11-30,Regular
1330,Prakash Gupta,Male,33,prakash1330@gmail.com,9389016952,Gaya,Bihar,2022-03-08,Regular
1331,Aarav Kumar,Male,23,aarav1331@gmail.com,9431361946,Gaya,Bihar,2023-10-07,Regular
1332,Neha Gupta,Female,43,neha1332@gmail.com,9879201690,Siliguri,West Bengal,2023-10-07,Regular
1333,Priya Yadav,Female,24,priya1333@gmail.com,9639208572,Bengaluru,Karnataka,2024-10-28,Gold
1334,Sneha Yadav,Female,55,sneha1334@gmail.com,9140166847,Bengaluru,Karnataka,2024-09-03,Regular
1335,Vivaan Singh,Male,31,vivaan1335@gmail.com,9967020791,Mysuru,Karnataka,2023-04-20,Silver
1336,Amit Verma,Male,26,amit1336@gmail.com,9464020716,Bengaluru,Karnataka,2024-07-05,Regular
1337,Ananya Yadav,Female,31,ananya1337@gmail.com,9755398297,Lucknow,Uttar Pradesh,2023-05-05,Silver
1338,Vivaan Kumar,Male,37,vivaan1338@gmail.com,9687482857,Mysuru,Karnataka,2022-10-20,Gold
1339,Vivaan Das,Male,28,vivaan1339@gmail.com,9417406866,Pune,Maharashtra,2023-10-05,Regular
1340,Priya Singh,Female,29,priya1340@gmail.com,9863060026,Delhi,Delhi,2022-05-26,Gold
1341,Ayushi Das,Female,25,ayushi1341@gmail.com,9710672894,Delhi,Delhi,2022-10-15,Regular
1342,Neha Yadav,Female,46,neha1342@gmail.com,9493775775,Siliguri,West Bengal,2022-09-22,Silver
1343,Vivaan Yadav,Male,46,vivaan1343@gmail.com,9382208801,Siliguri,West Bengal,2024-11-02,Gold
1344,Ananya Gupta,Female,18,ananya1344@gmail.com,9265959933,Patna,Bihar,2025-02-22,Gold
1345,Aditya Yadav,Male,32,aditya1345@gmail.com,9516851266,Delhi,Delhi,2022-05-30,Gold
1346,Rahul Das,Male,47,rahul1346@gmail.com,9217165692,Pune,Maharashtra,2024-12-31,Regular
1347,Neha Gupta,Female,39,neha1347@gmail.com,9169225783,Pune,Maharashtra,2024-04-02,Regular
1348,Ananya Das,Female,35,ananya1348@gmail.com,9588100108,Hyderabad,Telangana,2022-08-23,Regular
1349,Aditya Gupta,Male,54,aditya1349@gmail.com,9133633082,Mysuru,Karnataka,2023-10-18,Platinum
1350,Priya Yadav,Female,31,priya1350@gmail.com,9158065294,Lucknow,Uttar Pradesh,2024-08-27,Regular
1351,Ayushi Thakur,Female,23,ayushi1351@gmail.com,9252189904,Gaya,Bihar,2022-12-27,Regular
1352,Ayushi Das,Female,51,ayushi1352@gmail.com,9329893386,Lucknow,Uttar Pradesh,2024-05-09,Silver
1353,Aarav Singh,Male,39,aarav1353@gmail.com,9908716628,Delhi,Delhi,2024-05-27,Regular
1354,Neha Das,Female,52,neha1354@gmail.com,9839626111,Coimbatore,Tamil Nadu,2024-08-31,Gold
1355,Ananya Yadav,Female,53,ananya1355@gmail.com,9940817554,Kanpur,Uttar Pradesh,2022-01-21,Gold
1356,Ananya Sharma,Female,60,ananya1356@gmail.com,9984230489,Chennai,Tamil Nadu,2023-10-26,Platinum
1357,Aditya Das,Male,49,aditya1357@gmail.com,9439740334,Kolkata,West Bengal,2022-10-30,Regular
1358,Amit Kumar,Male,26,amit1358@gmail.com,9781066979,Kanpur,Uttar Pradesh,2024-07-11,Regular
